Subject,BrainVolumes
sub-0263,1510823.15038741
sub-0264,1499950.78806102
sub-0265,1518631.00631833
sub-0266,1582362.0638752
sub-0267,1477700.69160676
sub-0268,1694577.09037113
sub-0269,1534230.88381696
sub-0270,1751756.88441896
sub-0271,1616165.4758513
sub-0272,1448549.35638428
sub-0273,1393869.95671642
sub-0274,1693925.73153734
sub-0275,1492077.14775252
sub-0276,1414845.21384084
sub-0277,1374530.95436502
sub-0278,1428790.32648396
sub-0279,1549655.56664896
sub-0280,1563566.4556303
sub-0281,1504598.70755196
sub-0282,1668912.9098022
sub-0283,1377777.48295784
sub-0284,1766864.00747681
sub-0285,1558328.77203727
sub-0286,1333521.74864769
sub-0287,1305636.50152755
sub-0288,1653304.88202739
sub-0289,1486302.17718101
sub-0290,1464822.4560684
sub-0291,1632265.64899868
sub-0292,1437738.1240536
sub-0293,1583104.65959215
sub-0294,1660022.18454123
sub-0295,1501086.00535488
sub-0296,1648636.46737397
sub-0297,1501148.17252421
sub-0298,1334797.88974214
sub-0299,1609068.82286519
sub-0300,1746168.06467521
sub-0301,1466955.71192384
sub-0302,1479976.94252437
sub-0303,1360588.34075493
sub-0304,1390032.78274298
sub-0305,1595247.62487763
sub-0306,1455285.74177183
sub-0307,1563993.86124194
sub-0308,1565170.16693401
sub-0309,1547877.1037221
sub-0310,1448809.88865638
sub-0311,1435589.9751606
sub-0312,1594983.13396752
sub-0313,1353737.71700048
sub-0314,1234018.07708144
sub-0315,1351210.94793081
sub-0316,1335536.81235374
sub-0317,1631479.68754154
sub-0318,1382206.69755389
sub-0319,1373553.73279095
sub-0320,1336935.95816791
sub-0321,1457511.54264307
sub-0322,1540532.46453542
sub-0323,1422785.97182751
sub-0324,1552811.21502984
sub-0325,1430860.52201859
sub-0326,1653407.09136343
sub-0327,1508686.86382353
sub-0328,1608344.85479254
sub-0329,1518667.34463501
sub-0330,1437137.50129843
sub-0331,1649544.75924224
sub-0332,1655561.57945355
sub-0333,1695747.50970554
sub-0334,1376207.29053855
sub-0335,1378267.58625555
sub-0336,1343555.90118527
sub-0337,1399060.40862533
sub-0338,1522167.75432921
sub-0339,1408985.97970092
sub-0340,1677182.74969482
sub-0341,1601248.65952802
sub-0342,1488574.8038258
sub-0343,1404586.42326915
sub-0344,1579242.82854581
sub-0345,1436907.1468792
sub-0346,1610690.93346369
sub-0347,1510516.42459667
sub-0348,1369734.46217611
sub-0349,1382832.98547774
sub-0350,1432021.48139238
sub-0351,1585146.06346655
sub-0352,1572302.9877482
sub-0353,1452648.12956713
sub-0354,1493792.1305797
sub-0355,1490270.27641177
sub-0356,1430697.28786469
sub-0357,1303716.42453483
sub-0358,1591220.56811144
sub-0359,1560689.22975451
sub-0360,1567492.68285942
sub-0361,1550377.45978206
sub-0362,1366193.13064313
sub-0363,1322914.87789929
sub-0364,1467549.79916185
sub-0365,1692787.21961498
sub-0366,1516076.79637832
sub-0367,1553730.33705783
sub-0368,1533964.86306274
sub-0369,1463107.14273614
sub-0370,1635937.38577116
sub-0371,1831188.44271183
sub-0372,1569750.91434956
sub-0373,1413268.87345695
sub-0374,1484201.60797763
sub-0375,1474509.90068698
sub-0376,1336039.95676088
sub-0377,1409994.85743046
sub-0378,1565168.0230093
sub-0379,1466628.21081913
sub-0380,1438699.24186325
sub-0381,1400729.18756604
sub-0382,1460455.20346445
sub-0383,1615310.16256618
sub-0384,1311935.48582411
sub-0385,1476484.80683756
sub-0386,1748454.58095779
sub-0387,1217904.90849209
sub-0388,1369132.66265416
sub-0389,1594429.96567022
sub-0390,1408240.3242564
sub-0391,1302078.63873243
sub-0392,1624428.83189756
sub-0393,1417220.90060806
sub-0394,1466653.94398779
sub-0395,1456698.7837944
sub-0396,1299336.2169342
sub-0397,1357956.15439814
sub-0398,1533091.96674907
sub-0399,1573419.23714272
sub-0400,1512813.50612416
sub-0401,1651836.34102747
sub-0402,1450778.16517483
sub-0403,1650102.26005912
sub-0404,1584777.23434103
sub-0405,1451887.73078299
sub-0406,1363781.02359205
sub-0407,1263741.60352421
sub-0408,1397867.65588045
sub-0409,1481654.22937042
sub-0410,1325344.60474062
sub-0411,1392918.0755167
sub-0412,1658582.81286979
sub-0413,1477958.61555862
sub-0414,1210295.56439662
sub-0415,1359733.47334385
sub-0416,1492303.53898048
sub-0417,1405093.18249583
sub-0418,1572385.51100433
sub-0419,1399187.38061142
sub-0420,1601586.29238486
sub-0421,1527367.55169793
sub-0422,1419199.66401291
sub-0423,1332537.28389589
sub-0424,1710026.65397835
sub-0425,1320546.16967767
sub-0426,1393721.12076806
sub-0427,1283489.21475287
sub-0428,1616447.85255067
sub-0429,1519158.95945106
sub-0430,1345395.96980815
sub-0431,1306796.41947278
sub-0432,1431924.32133733
sub-0433,1366347.17036016
sub-0434,1348911.81289847
sub-0435,1439234.46421494
sub-0436,1373526.47046714
sub-0437,1318398.31964567
sub-0438,1728721.37575996
sub-0439,1510537.30509925
sub-0440,1478947.97203804
sub-0441,1432589.42134725
sub-0442,1520625.62265909
sub-0443,1361781.47029212
sub-0444,1602376.10449094
sub-0445,1785586.38470164
sub-0446,1542318.65807064
sub-0447,1345990.86308708
sub-0448,1555653.74681329
sub-0449,1617099.64558112
sub-0450,1330897.51983192
sub-0451,1352600.12015531
sub-0452,1334374.66988373
sub-0453,1390659.32072244
sub-0454,1363382.57031598
sub-0455,1469566.26240702
sub-0456,1295620.21930625
sub-0457,1503789.32240821
sub-0458,1334504.96440036
sub-0459,1426854.62126179
sub-0460,1588178.2736657
sub-0461,1371840.32044201
sub-0462,1571206.97341281
sub-0463,1412706.62105097
sub-0464,1357661.27023073
sub-0465,1535445.92287993
sub-0466,1485490.52213553
sub-0467,1285902.46916144
sub-0468,1365620.87034934
sub-0469,1493936.22349965
sub-0470,1672424.57492107
sub-0471,1604639.72391099
sub-0472,1282845.7210673
sub-0473,1500986.83419867
sub-0474,1469285.57189406
sub-0475,1615353.32407064
sub-0476,1276398.91901983
sub-0477,1216659.61812964
sub-0478,1342610.22670752
sub-0479,1413997.56571917
sub-0480,1638731.72441901
sub-0481,1457348.98753587
sub-0482,1543806.92300452
sub-0483,1584607.07361249
sub-0484,1379759.87056002
sub-0485,1606162.39628736
sub-0486,1575181.37347203
sub-0487,1382486
sub-0488,1350670
sub-0489,1487297
sub-0490,1519256
sub-0491,1654704
sub-0492,1622043
sub-0493,1672239
sub-0494,1337574
sub-0495,1446821
sub-0496,1670135
sub-0497,1597208
sub-0498,1504506
sub-0499,1728499
sub-0500,1317767
sub-0501,1533867
sub-0502,1236456
sub-0503,1439053
sub-0504,1335489
sub-0505,1601291
sub-0506,1477488
sub-0507,1512205
sub-0508,1459102
sub-0509,1655085
sub-0510,1427873
sub-0511,1382866
sub-0512,1513214
sub-0513,1329196
sub-0514,1373321
sub-0515,1335727
sub-0516,1575994
sub-0517,1246991
sub-0518,1573000
sub-0519,1612964
sub-0520,1450905
sub-0521,1640994
sub-0522,1628369
sub-0523,1363801
sub-0524,1566318
sub-0525,1343962
sub-0526,1615257
sub-0527,1534934
sub-0528,1513214
sub-0529,1600356
sub-0530,1422282
sub-0531,1414859
sub-0532,1240003
sub-0533,1754276
sub-0534,1447652
sub-0535,1546598
sub-0536,1405448
sub-0537,1541003
sub-0538,1444111
sub-0539,1475575
sub-0540,1377139
sub-0541,1338095
sub-0542,1611968
sub-0543,1307004
sub-0544,1330738
sub-0545,1377658
sub-0546,1247687
sub-0547,1492659
sub-0548,1643965
sub-0549,1633705
sub-0550,1496767
sub-0551,1293092
sub-0552,1377056
sub-0553,1480692
sub-0554,1406653
sub-0555,1531361
sub-0556,1430167
sub-0557,1229724
sub-0558,1497130
sub-0559,1438212
sub-0560,1702319
sub-0561,1508583
sub-0562,1435424
sub-0563,1693568
sub-0564,1556648
sub-0565,1559270
sub-0566,1470161
sub-0567,1347775
sub-0568,1589489
sub-0569,1307232
sub-0570,1486554
sub-0571,1346406
sub-0572,1375606
sub-0573,1280194
sub-0574,1262079
sub-0575,1562659
sub-0576,1889799
sub-0577,1413083
sub-0578,1397818
sub-0579,1304767
sub-0580,1345093
sub-0581,1456115
sub-0582,1659402
sub-0583,1423038
sub-0584,1371822
sub-0585,1661369
sub-0586,1498273
sub-0587,1365522
sub-0588,1381330
sub-0589,1473548
sub-0590,1561785
sub-0591,1358179
sub-0592,1399265
sub-0593,1399940
sub-0594,1571698
sub-0595,1485593
sub-0596,1718358
sub-0598,1337464
sub-0599,1308685
sub-0600,1569945
sub-0601,1515133
sub-0602,1577107
sub-0603,1385254
sub-0604,1568387
sub-0605,1620759
sub-0606,1631211
sub-0607,1407269
sub-0608,1455103
sub-0609,1561894
sub-0610,1594544
sub-0611,1362015
sub-0612,1613715
sub-0613,1240702
sub-0614,1543123
sub-0615,1294197
sub-0616,1582004
sub-0617,1573354
sub-0618,1475617
sub-0619,1641644
sub-0620,1600894
sub-0621,1488881
sub-0622,1373937
sub-0623,1614639
sub-0624,1336071
sub-0625,1506209
sub-0626,1545009
sub-0627,1638473
sub-0628,1436122
sub-0629,1322207
sub-0630,1358144
sub-0631,1300011
sub-0632,1294486
sub-0633,1328520
sub-0634,1470140
sub-0635,1322001
sub-0636,1375601
sub-0637,1368125
sub-0638,1664469
sub-0639,1460785
sub-0640,1352594
sub-0641,1452038
sub-0642,1412373
sub-0643,1406198
sub-0644,1525304
sub-0645,1407414
sub-0646,1531139
sub-0647,1544634
sub-0648,1380755
sub-0649,1339464
sub-0650,1359915
sub-0651,1449026
sub-0652,1419220
sub-0653,1511800
sub-0654,1606470
sub-0655,1137093
sub-0656,1529974
sub-0657,1487239
sub-0658,1641125
sub-0659,1214449
sub-0660,1379090
sub-0661,1265979
sub-0662,1461454
sub-0663,1497222
sub-0664,1383201
sub-0665,1421214
sub-0666,1406726
sub-0667,1399847
sub-0668,1474564
sub-0669,1394534
sub-0670,1306479
sub-0671,1371685.57342029
sub-0672,1293023.70617052
sub-0673,1471583.69449675
sub-0674,1551171.06796994
sub-0675,1397399.03832326
sub-0676,1453624.89710648
sub-0677,1309080.68287537
sub-0678,1485291.47829562
sub-0679,1782252.50183546
sub-0680,1292555.06757798
sub-0681,1277698.69505614
sub-0682,1464487.20703125
sub-0683,1324877.77830809
sub-0684,1644433.35231096
sub-0685,1526392.30942279
sub-0686,1285687.51057237
sub-0687,1653071.49094371
sub-0688,1307570.65930143
sub-0689,1787497.46798873
sub-0690,1533389.23453689
sub-0691,1453599.02544692
sub-0692,1522060.65313518
sub-0693,1425523.7557143
sub-0694,1442223.14172015
sub-0695,1561422.35839739
sub-0696,1363886.85991466
sub-0697,1445684.67854708
sub-0699,1526462.83572167
sub-0701,1382173.23627323
sub-0703,1434692.28515625
sub-0704,1319276.80487931
sub-0705,1453033.10157359
sub-0707,1410331.42744303
sub-0708,1464656.8359375
sub-0709,1531644.95272189
sub-0710,1315584.8958157
sub-0711,1468807.68948421
sub-0712,1434129.39040884
sub-0713,1476072.2344704
sub-0714,1282226.31555945
sub-0715,1683965.91796875
sub-0717,1500285.85413694
sub-0718,1227183.0930613
sub-0719,1566537.890625
sub-0720,1507380.61763942
sub-0721,1450902.50058791
sub-0722,1435026.42333581
sub-0723,1323300.81514937
sub-0724,1553142.54745753
sub-0725,1918438.08104901
sub-0726,1395793.84319092
sub-0727,1375162.97167306
sub-0728,1472570.39137781
sub-0729,1440016.17121496
sub-0730,1285210.1510075
sub-0731,1386799.62834679
sub-0732,1678711.83611595
sub-0734,1373897.1539431
sub-0735,1432259.38159565
sub-0736,1356125.01394945
sub-0737,1521207.48869123
sub-0738,1593257.71605372
sub-0739,1734706.0546875
sub-0740,1656948.67657498
sub-0741,1513948.08582065
sub-0742,1376922.69334986
sub-0743,1471056.78554488
sub-0744,1603280.1740345
sub-0745,1396542.48046875
sub-0746,1356254.21064667
sub-0747,1273105.5501312
sub-0748,1423807.18985439
sub-0750,1363698.1812425
sub-0751,1443205.58363199
sub-0752,1521463.18359375
sub-0753,1375078.27379107
sub-0754,1411923.09047878
sub-0755,1652106.4237006
sub-0756,1577881.77090436
sub-0757,1658506.29181713
sub-0758,1464240.62589705
sub-0759,1424969.85737085
sub-0760,1613453.87895852
sub-0761,1783572.84819782
sub-0762,1391568.81987154
sub-0763,1553347.29353338
sub-0764,1557735.06524786
sub-0765,1563744.85658258
sub-0766,1566296.02172971
sub-0767,1448774.96668696
sub-0769,1545117.79711246
sub-0770,1587402.73709893
sub-0771,1331450.68359375
sub-0772,1447888.69834989
sub-0773,1409086.8405439
sub-0774,1395216.88328683
sub-0775,1583863.1063886
sub-0776,1431775.44497252
sub-0777,1570944.0875262
sub-0778,1312907.53182918
sub-0779,1450386.11322194
sub-0780,1423373.29601124
sub-0781,1346676.12276971
sub-0782,1601849.16082621
sub-0783,1319395.85008621
sub-0785,1672218.42889488
sub-0786,1544512.66271621
sub-0787,1309264.8396045
sub-0788,1474807.65834823
sub-0789,1505103.22265625
sub-0790,1374193.14623773
sub-0791,1536652.73926556
sub-0792,1563579.1053459
sub-0793,1438322.19323516
sub-0794,1479263.28746974
sub-0795,1387603.08522284
sub-0796,1398389.94140625
sub-0797,1530836.71875
sub-0798,1662756.79644942
sub-0799,1638361.81467399
sub-0800,1473260.82026213
sub-0803,1428690.73396996
sub-0804,1625015.0390625
sub-0805,1620610.47891229
sub-0806,1503869.28602457
sub-0807,1626928.52566615
sub-0808,1665707.92308971
sub-0809,1536641.26372933
sub-0810,1549194.03987229
sub-0811,1688273.76936972
sub-0812,1560991.72379225
sub-0813,1398356.31964803
sub-0814,1598297.27734923
sub-0815,1648737.98214421
sub-0816,1362301.32513642
sub-0817,1556119.76828277
sub-0818,1480028.36862803
sub-0819,1417134.19258296
sub-0820,1549007.61868134
sub-0821,1559422.265625
sub-0822,1368926.46990269
sub-0823,1429742.75169969
sub-0824,1488645.63472196
sub-0825,1563661.84968352
sub-0826,1473552.82942057
sub-0827,1810852.24036574
sub-0828,1346203.67699862
sub-0829,1345929.27085608
sub-0830,1497254.5947656
sub-0831,1332670.98479345
sub-0832,1451541.26551598
sub-0833,1357070.41396648
sub-0834,1408733.51214454
sub-0835,1433600.09690747
sub-0836,1506089.84258473
sub-0837,1539971.28149495
sub-0838,1454239.49391022
sub-0839,1410250.16877428
sub-0840,1335646.05975151
sub-0841,1467597.006163
sub-0842,1649664.87802193
sub-0843,1411976.27543807
sub-0844,1574688.28528225
sub-0845,1304445.0992614
sub-0846,1403430.46875
sub-0847,1518522.44184986
sub-0848,1304940.53710252
sub-0849,1498243.34386513
sub-0850,1574366.60172567
sub-0851,1606185.25025547
sub-0852,1429038.63699138
sub-0853,1662073.11796099
sub-0854,1314972.7989614
sub-0855,1632517.08157361
sub-0856,1627844.54091489
sub-0857,1270197.92627245
sub-0858,1515694.59376037
sub-0859,1298151.15556866
sub-0860,1612568.84579882
sub-0861,1418836.66496873
sub-0862,1464281.30729645
sub-0863,1333801.62014812
sub-0864,1369171.98444307
sub-0865,1316366.39065817
sub-0866,1486825.89711696
sub-0867,1572699.55601692
sub-0868,1494006.39205277
sub-0869,1579688.34321499
sub-0870,1568329.1015625
sub-0871,1222461.42651737
sub-0872,1497794.23305094
sub-0873,1324141.68886542
sub-0874,1386083.57967809
sub-0875,1479031.13778681
sub-0876,1583181.08525723
sub-0877,1511276.97240561
sub-0878,1389868.29302609
sub-0879,1381627.48340964
sub-0880,1431243.82959679
sub-0881,1261326.22464448
sub-0882,1484767.67414957
sub-0883,1496380.92834502
sub-0884,1506062.59773821
sub-0885,1766515.72454274
sub-0886,1313959.70604569
sub-0887,1318597.74664342
sub-0889,1657976.47020221
sub-0892,1580074.30496514
sub-0894,1432641.57097936
sub-0897,1425628.23171169
sub-0898,1600464.45657536
sub-0900,1288619.94031817
sub-0901,1437395.25987357
sub-0902,1585272.90428057
sub-0903,1402846.15200385
sub-0904,1364777.05078125
sub-0905,1463803.67572904
sub-0906,1588023.6328125
sub-0908,1648295.05742362
sub-0909,1573492.21612463
sub-0910,1415306.33998275
sub-0911,1463412.40033507
sub-0912,1388780.11735993
sub-0913,1488549.55493063
sub-0914,1412304.66033468
sub-0917,1612480.078125
sub-0918,1500376.46484375
sub-0919,1333359.87249083
sub-0921,1480790.63553031
sub-0922,1487069.74379271
sub-0923,1600670.12220696
sub-0924,1418113.41432855
sub-0925,1500199.6825397
sub-0926,1493918.27164666
sub-0927,1335102.98471658
sub-0928,1513987.27210149
sub-0929,1387682.06292669
sub-0930,1452497.35832512
sub-0931,1725941.56975149
sub-0932,1589331.03108649
sub-0933,1433989.75036629
sub-0934,1444689.46028662
sub-0935,1564317.91220158
sub-0937,1582326.85172965
sub-0938,1594904.45321873
sub-0939,1218228.19300217
sub-0940,1597856.9375265
sub-0942,1791056.13612771
sub-0945,1373069.38855648
sub-0946,1352345.33531473
sub-0947,1423351.9513607
sub-0948,1512920.85961998
sub-0949,1403926.8722627
sub-0950,1392374.70703125
sub-0951,1361675.47719799
sub-0952,1541594.86681446
sub-0953,1500502.20324821
sub-0954,1366185.47880563
sub-0955,1249134.5527613
sub-0956,1245555.25497152
sub-0957,1295251.06546574
sub-0958,1520527.12992555
sub-0959,1378246.2890625
sub-0960,1317854.88804918
sub-0961,1302869.38523636
sub-0962,1333606.95729702
sub-0963,1522917.676613
sub-0964,1580885.40436865
sub-0965,1399175.8160899
sub-0966,1562208.86010644
sub-0967,1736801.8654383
sub-0968,1514657.55186974
sub-0969,1808174.1314035
sub-0970,1450359.8408651
sub-0971,1751726.32447581
sub-0972,1604832.59289712
sub-0973,1538104.85756273
sub-0974,1572449.01241511
sub-0975,1406166.02015284
sub-0976,1521427.12086302
sub-0977,1673923.95427716
sub-0978,1617661.15591675
sub-0979,1645766.61810483
sub-0980,1645217.03592043
sub-0981,1491837.97022736
sub-0982,1585576.24123505
sub-0983,1535778.80272642
sub-0984,1627986.91829592
sub-0985,1435688.80744866
sub-0986,1478474.41495657
sub-0987,1518828.64543602
sub-0988,1513815.38003843
sub-0989,1546737.02774924
sub-0990,1394159.24377236
sub-0991,1569046.09578278
sub-0992,1583182.20556539
sub-0993,1294426.68955161
sub-0994,1478665.07626258
sub-0995,1258188.02521424
sub-0996,1381505.39339069
sub-0997,1500468.58815775
sub-0998,1361085.90612846
sub-0999,1336219.01842652
sub-1000,1546408.0961405
sub-1001,1531354.19980947
sub-1002,1376124.88708892
sub-1003,1560331.79461681
sub-1004,1458483.66195783
sub-1005,1599150.48426624
sub-1006,1592092.75908611
sub-1007,1487801.92327455
sub-1008,1769620.28782814
sub-1009,1474219.87614989
sub-1010,1523760.02511194
sub-1011,1775105.29164273
sub-1012,1419862.72230688
sub-1013,1442983.14134628
sub-1014,1662782.02186078
sub-1015,1394055.61837926
sub-1016,1381024.48398364
sub-1017,1811442.1726182
sub-1018,1581018.41423437
sub-1019,1485516.37016375
sub-1020,1705074.67577553
sub-1021,1329389.87178897
sub-1022,1338190.03595452
sub-1023,1378856.25
sub-1024,1532035.53469946
sub-1025,1656927.14733319
sub-1026,1572683.30311351
sub-1027,1535693.14101291
sub-1028,1487917.69182978
sub-1029,1476608.21188531
sub-1030,1309089.63401092
sub-1031,1715688.75252634
sub-1032,1630008.65592578
sub-1033,1570228.21830388
sub-1034,1862047.26562499
sub-1035,1599380.36189566
sub-1036,1688726.79430511
sub-1236,1659665
sub-1237,1503936
sub-1238,1567354
sub-1239,1483183
sub-1240,1453606
sub-1241,1446849
sub-1242,1360685
sub-1243,1477392
sub-1244,1372217
sub-1245,1270312
sub-1246,1530129
sub-1255,1494142.48693585
sub-1256,1563129.62687463
sub-1259,1361610.40549286
sub-1260,1397294.2190076
sub-1261,1516173.42652881
sub-1262,1575361.77069373
sub-1263,1406869.31374746
sub-1264,1282360.90109739
sub-1265,1394850.9360427
sub-1266,1379762.98298184
sub-1267,1226104.74403675
sub-1268,1610601.23842103
sub-1269,1445838.06798603
sub-1270,1342907.03726459
sub-1271,1341340.06855458
sub-1272,1312994.76805853
sub-1273,1261694.4899196
sub-1274,1623040.44500525
sub-1275,1720407.87039375
sub-1276,1479394.22019546
sub-1277,1227185.28407138
sub-1278,1482804.17185114
sub-1279,1488344.26027611
sub-1280,1448395.22229478
sub-1281,1614880.0779396
sub-1282,1466395.55874795
sub-1283,1344509.90020256
sub-1284,1421432.46844098
sub-1285,1215086.45378672
sub-1286,1197096.01918954
sub-1287,1654334.02312156
sub-1288,1431401.16195634
sub-1289,1477125.45744234
sub-1290,1473315.71835117
sub-1291,1496669.24569755
sub-1292,1524838.78824982
sub-1293,1553528.17824143
sub-1294,1302454.2423599
sub-1295,1500522.30540866
sub-1296,1224394.19841492
sub-1297,1321712.11452347
sub-1298,1564733.36602321
sub-1299,1301341.52129331
sub-1300,1388511.27274674
sub-1301,1246647.38201469
sub-1302,1408269.18863768
sub-1303,1495103.51471954
sub-1304,1529027.2733325
sub-1305,1284396.97023481
sub-1306,1255690.25199522
sub-1307,1552911.78770621
sub-1308,1721488.41042838
sub-1309,1306218.18536713
sub-1310,1166139.10417681
sub-1311,1338433.87382226
sub-1312,1456554.35162843
sub-1313,1295246.92893304
sub-1314,1490256.55621368
sub-1315,1469194.0707964
sub-1316,1540871.13082548
sub-1317,1308472.09533627
sub-1318,1237054.95902686
sub-1319,1324957.44782336
sub-1320,1551752.03282368
sub-1321,1443553.21471692
sub-1322,1508100.93843505
sub-1323,1487104.05281368
sub-1324,1240568.8801704
sub-1325,1551244.56270432
sub-1326,1462624.18934873
sub-1327,1427798.12410891
sub-1328,1348814.7320931
sub-1329,1341202.68030275
sub-1330,1530074.39460318
sub-1331,1436691.22851763
sub-1332,1402488.98020501
sub-1333,1266089.67624603
sub-1334,1420157.6044826
sub-1335,1666561.57753405
sub-1336,1388100.34572326
sub-1337,1590075.92869107
sub-1338,1588169.82141349
sub-1339,1580880.81767473
sub-1340,1189148.54202762
sub-1341,1627178.18307601
sub-1342,1377216.96826107
sub-1343,1313052.94146246
sub-1344,1542486.37108343
sub-1345,1320806.09470062
sub-1346,1483291.83825852
sub-1347,1405062.22502975
sub-1348,1564352.1445677
sub-1349,1423046.47096694
sub-1350,1358927.00252027
sub-1351,1402211.72823736
sub-1352,1353938.9425666
sub-1353,1432377.7325031
sub-1354,1398887.18008958
sub-1355,1373695.62072554
sub-1356,1404734.22605016
sub-1357,1611134.70091236
