Subject,BrainVolumes
sub-1358,1594037.90881804
sub-1359,1498486.23627124
sub-1360,1416633.78148307
sub-1361,1428038.2441166
sub-1362,1371982.59963971
sub-1363,1307472.00788154
sub-1364,1491083.36118863
sub-1365,1203349.04124561
sub-1366,1264116.73144053
sub-1367,1374028.57063311
sub-1368,1358233.87260115
sub-1369,1670837.94158863
sub-1370,1385389.7126467
sub-1371,1357211.50597044
sub-1372,1609864.78788197
sub-1373,1547494.23474908
sub-1374,1401733.96368597
sub-1375,1354185.25123428
sub-1376,1481586.24356468
sub-1377,1320761.53634868
sub-1378,1579661.65165628
sub-1379,1648901.61738045
sub-1380,1336457.21582077
sub-1381,1232172.10629305
sub-1382,1475907.52915588
sub-1383,1313560.41158181
sub-1384,1386882.41743681
sub-1385,1505068.4950389
sub-1386,1371321.65075255
sub-1387,1225730.94897322
sub-1388,1313898.31241739
sub-1389,1725528.36767125
sub-1390,1460750.26310311
sub-1391,1158732.51589821
sub-1392,1282825.0505968
sub-1393,1559271.25471414
sub-1394,1435361.90435131
sub-1395,1347667.35453055
sub-1396,1630068.28729234
sub-1397,1410802.82603847
sub-1398,1500679.49737246
sub-1399,1452570.09232549
sub-1400,1435256.69713145
sub-1401,1490463.25745742
sub-1402,1399815.4790884
sub-1403,1391039.95921953
sub-1404,1469159.41430044
sub-1405,1387985.23664741
sub-1406,1696082.7234286
sub-1407,1436641.71923769
sub-1408,1286798.17031176
sub-1409,1368899.40923162
sub-1410,1542799.51727904
sub-1411,1412169.28216473
sub-1412,1490907.60324486
sub-1413,1526687.95985547
sub-1414,1669774.72980197
sub-1415,1349988.10202761
sub-1416,1571917.1625421
sub-1417,1323748.18366089
sub-1418,1498259.73131553
sub-1419,1404584.46047835
sub-1420,1602553.50496724
sub-1421,1185326.42561647
sub-1422,1542995.07893479
sub-1423,1567297.94672396
sub-1424,1600002.53931848
sub-1425,1387664.66405982
sub-1426,1564542.75529546
sub-1427,1282094.78871773
sub-1428,1328772.13784252
sub-1429,1557788.45178002
sub-1430,1518986.79136124
sub-1431,1659896.3907225
sub-1432,1562934.94142949
sub-1433,1422749.41528731
sub-1434,1491147.72325255
sub-1435,1689281.38609723
sub-1436,1356175.52428776
sub-1437,1535073.59414484
sub-1438,1534196.23408693
sub-1439,1449381.69469753
sub-1440,1466690.13896358
sub-1441,1339968.66150032
sub-1442,1229847.6456
sub-1443,1286489.97504415
sub-1444,1250345.725226
sub-1445,1403253.89858004
sub-1446,1328478.79535889
sub-1447,1590380.41076268
sub-1448,1499384.8297021
sub-1449,1516152.38508484
sub-1450,1466763.16515148
sub-1451,1294172.57755841
sub-1452,1514542.09575488
sub-1453,1670309.4300253
sub-1454,1245107.64340864
sub-1455,1281251.8932268
sub-1456,1374914.78674399
sub-1457,1466860.94597936
sub-1458,1580279.27992349
sub-1459,1335167.49907841
sub-1460,1411200.13800996
sub-1461,1374527.37662848
sub-1462,1587372.7220065
sub-1463,1412955.24198374
sub-1464,1440059.09728536
sub-1465,1584572.97222605
sub-1466,1396630.79465644
sub-1467,1437806.42504821
sub-1468,1603700.88252978
sub-1469,1460112.83112392
sub-1470,1631335.72485873
sub-1471,1563717.1880525
sub-1472,1447325.82184814
sub-1473,1521579.83989795
sub-1474,1461197.08435454
sub-1475,1506796.3689087
sub-1476,1341113.56359886
sub-1477,1520767.88770698
sub-1478,1397366.00746351
sub-1479,1273782.18061627
sub-1480,1173348.89306767
sub-1481,1600126.31251832
sub-1482,1482874.72257505
sub-1483,1648364.44169313
sub-1484,1470076.57371128
sub-1485,1360594.22752215
sub-1486,1421495.5927729
sub-1487,1536266.76779132
sub-1488,1441191.62206392
sub-1489,1570721.51343162
sub-1490,1316710.43951782
sub-1491,1376747.86783366
sub-1492,1483211.38567862
sub-1493,1407715.92243438
sub-1494,1360994.01495765
sub-1495,1432018.79022356
sub-1496,1370565.39650151
sub-1497,1620987.04761986
sub-1498,1488713.10441164
sub-1499,1412586.3978482
sub-1500,1211704.96996701
sub-1501,1314737.49471232
sub-1502,1360076.85554681
sub-1503,1494391.81882044
sub-1504,1460278.68721171
sub-1505,1276392.55740096
sub-1506,1325102.26246717
sub-1507,1546866.70462588
sub-1508,1499249.91691428
sub-1509,1495790.45597866
sub-1510,1592801.41455161
sub-1511,1453911.79381179
sub-1512,1309202.35721534
sub-1513,1441780.78249517
sub-1514,1777774.27305698
sub-1515,1436000.5740625
sub-1516,1281508.10375047
sub-1517,1315680.64649512
sub-1518,1486647.32970626
sub-1519,1621959.90497062
sub-1520,1592904.14630748
sub-1521,1565190.08913063
sub-1522,1555061.72818748
sub-1523,1507209.77139618
sub-1524,1527253.60337875
sub-1525,1353636.93595898
sub-1526,1553918.06382093
sub-1527,1600208.00283022
sub-1528,1366065.00295521
sub-1529,1507319.92954404
sub-1530,1316420.81023019
sub-1531,1386347.71721349
sub-1532,1283930.3452714
sub-1533,1473571.92887485
sub-1534,1366813.83081426
sub-1535,1453814.01298391
sub-1536,1795815.4546661
sub-1537,1297913.00365766
sub-1538,1407253.01066697
sub-1539,1414189.26078617
sub-1540,1530899.96184613
sub-1541,1530664.79276643
sub-1542,1455361.52357156
sub-1543,1458485.21354598
sub-1544,1356846.37503091
sub-1545,1338005.61855081
sub-1546,1395568.82060179
sub-1547,1489468.12093068
sub-1548,1281748.22375817
sub-1549,1509451.30404534
sub-1550,1357600.15381795
sub-1551,1409196.2499045
sub-1552,1531768.84970903
sub-1553,1485930.68287917
sub-1554,1346542.25614398
sub-1555,1307599.49427737
sub-1556,1461107.96765066
sub-1557,1322620.60981032
sub-1558,1293411.37237937
sub-1559,1424081.21491762
sub-1560,1703448.46655126
sub-1561,1460484.15072345
sub-1562,1409737.13878782
sub-1563,1402419.6672131
sub-1564,1353878.29369867
sub-1565,1535681.32055606
sub-1566,1521624.39824989
sub-1567,1387680.7545758
sub-1568,1105779.86554137
sub-1569,1450728.34711182
sub-1570,1244936.83639286
sub-1571,1565131.91572671
sub-1572,1431116.4835967
sub-1573,1376890.20701348
sub-1574,1422451.12187569
sub-1575,1528092.78567369
sub-1576,1256103.65448269
sub-1577,1439109.75684256
sub-1578,1304143.74653776
sub-1579,1543012.40718277
sub-1580,1279995.59524839
sub-1581,1379650.34936998
sub-1582,1336614.40778457
sub-1583,1244394.70977755
sub-1584,1618991.82363839
sub-1585,1444113.90731221
sub-1586,1593349.72982691
sub-1587,1547195.94133746
sub-1588,1219282.3652614
sub-1589,1449090.8276779
sub-1590,1174409.62939032
sub-1591,1427342.63873349
sub-1592,1677923.95727964
sub-1593,1405203.32647757
sub-1594,1366750.70648234
sub-1595,1362193.37726413
sub-1596,1347948.31969419
sub-1597,1329867.53066113
sub-1598,1201938.0267674
sub-1599,1400764.8195312
sub-1600,1330790.87873196
sub-1601,1448969.52994205
sub-1602,1594331.25130167
sub-1603,1305255.22987235
sub-1604,1446974.30596058
sub-1605,1587929.70140579
sub-1606,1406016.51640054
sub-1607,1597841.45924922
sub-1608,1372798.26502667
sub-1609,1409959.93054754
sub-1623,1354093
sub-1633,1638761
sub-1634,1470625
sub-1635,1413799
sub-1636,1475217
sub-1637,1498297
sub-1638,1417950
sub-1639,1471021
sub-1640,1577817
sub-1641,1506601
sub-1642,1535169
sub-1643,1467419
sub-1644,1470175
sub-1645,1560596
sub-1646,1583605
sub-1647,1395832
sub-1648,1438919
sub-1649,1407863
sub-1650,1608460
sub-1651,1481346
sub-1652,1424994
sub-1653,1320808
sub-1654,1474719
sub-1655,1625431
sub-1656,1439244
sub-1657,1391005
sub-1658,1530399
sub-1659,1524898
sub-1660,1350597
sub-1661,1383028
sub-1662,1471763
sub-1663,1580509
sub-1664,1353259
sub-1665,1420476
sub-1666,1491118
sub-1667,1583462
sub-1668,1610393
sub-1669,1550462
sub-1670,1667482
sub-1671,1434801
sub-1672,1432229
sub-1673,1448892
sub-1674,1717055
sub-1675,1402957
sub-1676,1599632
sub-1677,1489865
sub-1678,1561906
sub-1679,1463219
sub-1680,1709665
sub-1688,1414678
sub-1689,1471449
sub-1690,1336931
sub-1691,1504603
sub-1692,1562956
sub-1693,1688370
sub-1694,1639051
sub-1695,1601890
sub-1696,1512945
sub-1697,1661424
sub-1698,1413716
sub-1699,1494491
sub-1700,1745105
sub-1701,1619757
sub-1702,1428990
sub-1703,1599460
sub-1704,1262246
sub-1705,1508556
sub-1706,1515351
sub-1707,1704301
sub-1708,1616537
sub-1709,1524067
sub-1710,1546836
sub-1711,1569727
sub-1712,1551435
sub-1713,1452935
sub-1714,1478298
sub-1715,1842687
sub-1716,1489248
sub-1717,1568443
sub-1718,1558161
sub-1719,1610871
sub-1720,1479766
sub-1721,1544581
sub-1722,1399349
sub-1723,1599145
sub-1724,1414033
sub-1725,1399898
sub-1726,1680186
sub-1727,1320652
sub-1728,1402257
sub-1736,1530172
sub-1737,1357326
sub-1738,1406419
sub-1739,1630320
sub-1740,1546998
sub-1741,1633514
sub-1742,1568637
sub-1743,1413613
sub-1744,1645497
sub-1745,1633216
sub-1746,1385773
sub-1747,1498592
sub-1748,1674848
sub-1749,1707301
sub-1750,1427094
sub-1751,1665512
sub-1752,1523030
sub-1753,1634257
sub-1754,1586668
sub-1918,1576122.90605575
sub-1919,1386094.8347646
sub-1920,1229870.85338796
sub-1921,1545443.90788436
sub-1922,1403308.16728735
sub-1923,1332892.15889311
sub-1924,1562969
sub-1925,1654459
sub-1926,1326174
sub-1927,1304226
sub-1928,1546352
sub-1929,1384359.83497143
sub-1930,1462592
sub-1931,1624309.90318358
sub-1932,1548224.9077186
sub-1933,1371177.16345704
sub-1934,1411270.83176339
sub-1935,1569178.71940895
sub-1936,1615954
sub-1937,1458636.17388296
sub-1938,1530621
sub-1939,1264480.15073776
sub-1940,1131734.86508668
sub-1941,1397751
sub-1942,1434011
sub-1943,1611692.90393561
sub-1944,1681778.79951633
sub-1945,1517929.90952432
sub-1946,1457236.91314191
sub-1947,1269854.92431074
sub-1948,1402231.91642046
sub-1949,1672375
sub-1950,1370897.91828811
sub-1951,1426944
sub-1952,1585214.90551382
sub-1953,1302963
sub-1954,1430214
sub-1955,1542708
sub-1956,1464513
sub-1957,1402071
sub-1958,1188052.85837305
sub-1959,1541886.90809637
sub-1960,1246860
sub-1961,1469267.9124248
sub-1962,1485123
sub-1963,1504779.91030812
sub-1964,1475882
sub-1965,1309055
sub-1966,1332503.15884674
sub-1967,1227898.92681152
sub-1968,1617575.19282997
sub-1969,1236724.92628545
sub-1970,1580927
sub-1971,1511044.9099347
sub-1972,1464855
sub-1973,1431369.8293674
sub-1974,1480387
sub-1975,1400101.91654742
sub-1976,1315560.92158645
sub-1977,1279256
sub-1978,1404835.16746938
sub-1979,1388030
sub-1980,1541969
sub-1981,1474260.9121272
sub-1982,1375994
sub-1983,1311366
sub-1984,1597979
sub-1985,1605905.90428054
sub-1986,1565001.81343723
sub-1987,1336122
sub-1988,1536499.90841746
sub-1989,1303176.9223246
sub-1990,1691553.79835106
sub-1991,1250677
sub-1992,1497743
sub-1993,1434771
sub-1994,1586451
sub-1995,1330026.92072421
sub-1996,1404764
sub-1997,1479346
sub-1998,1501982.91047484
sub-1999,1541044
sub-2000,1546614
sub-2001,1707140
sub-2002,1442959
sub-2003,1485091
sub-2004,1396094
sub-2005,1554462
sub-2006,1548350
sub-2007,1468631
sub-2008,1544255.90795517
sub-2009,1382284
sub-2010,1575912
sub-2011,1260050
sub-2012,1427082
sub-2013,1436612
sub-2014,1488116
sub-2015,1349158
sub-2016,1501578
sub-2017,1504220
sub-2018,1607926
sub-2019,1626499
sub-2020,1445556
sub-2021,1591512
sub-2022,1524714
sub-2023,1576970
sub-2024,1510757.81990362
sub-2025,1528576
sub-2026,1569651
sub-2027,1506983
sub-2028,1720515
sub-2029,1450487
sub-2030,1419853
sub-2031,1592894
sub-2032,1491368
sub-2033,1416518
sub-2034,1463323
sub-2035,1427761
sub-2036,1534798
sub-2037,1375401
sub-2038,1368438
sub-2039,1620352
sub-2040,1641943
sub-2041,1463470
sub-2042,1500079
sub-2043,1335747
sub-2044,1429307
sub-2045,1334280
sub-2046,1626104
sub-2047,1353658
sub-2048,1179674
sub-2049,1471106
sub-2050,1421787
sub-2051,1497965
sub-2052,1333223
sub-2053,1547690
sub-2054,1286119
sub-2055,1387426
sub-2056,1393237
sub-2057,1623349
sub-2058,1546958
sub-2059,1127451
sub-2060,1409731
sub-2061,1469149
sub-2062,1483308
