Subject,Left_aLEC.Volume,Left_aLEC.SurfaceArea,Right_aLEC.Volume,Right_aLEC.SurfaceArea,Left_pMEC.Volume,Left_pMEC.SurfaceArea,Right_pMEC.Volume,Right_pMEC.SurfaceArea,Left_Perirhinal.Volume,Left_Perirhinal.SurfaceArea,Right_Perirhinal.Volume,Right_Perirhinal.SurfaceArea,Left_Parahippocampal.Volume,Left_Parahippocampal.SurfaceArea,Right_Parahippocampal.Volume,Right_Parahippocampal.SurfaceArea,Left_DG_CA3.Volume,Left_DG_CA3.SurfaceArea,Right_DG_CA3.Volume,Right_DG_CA3.SurfaceArea,Left_CA1.Volume,Left_CA1.SurfaceArea,Right_CA1.Volume,Right_CA1.SurfaceArea,Left_Subiculum.Volume,Left_Subiculum.SurfaceArea,Right_Subiculum.Volume,Right_Subiculum.SurfaceArea
sub-0285,685.94855,599.333,692.948025,584.194,337.97465,372.646,372.972025,377.385,1908.856825,1015.35,1901.85735,1045.68,2859.7855,1718.6,3156.763225,1850.34,337.97465,413.593,495.9628,525.968,1291.9031,1150.39,1712.871525,1406.87,745.94405,748.893,652.951025,642.268
sub-0286,401,403.358,419,426.274,312,324.749,383,376.696,1697,925.447,1264,823.758,2367,1327.55,2552,1415.67,514,567.461,556,594.281,1370,1263.85,1380,1283.42,611,616.65,638,663.917
sub-0287,517.993266,459.412,419.99454,417.776,321.995814,338.87,369.99519,360.36,2014.973805,1109.55,1283.983308,903.332,3625.952862,1759.79,3735.951432,1804.32,413.994618,468.768,531.993084,558.469,1271.983464,1237.5,1306.983009,1231.67,650.991537,674.188,821.989314,716.675
sub-0288,676.947871,569.639,699.9461,619.56,257.980134,302.1,368.971587,367.945,1795.861708,988.411,1707.868484,994.336,2819.78286,1658.73,2858.779857,1577.39,558.956957,617.932,603.953492,657.657,1604.876415,1444.28,1596.877031,1460.89,664.948795,764.45,778.940017,839.056
sub-0290,597.967708,536.385,685.962956,593.316,225.987796,254.022,317.982828,327.901,1180.936226,758.895,1330.928126,883.669,2320.874666,1413.41,2775.850096,1561.81,532.971218,579.404,466.974782,531.453,1612.912898,1458.33,1716.907282,1412.39,699.9622,751.363,843.954424,791.414
sub-0291,560.998317,517.289,587.998236,533.492,390.998827,360.327,533.998398,483.602,1296.996109,840.475,1398.995803,887.633,2696.991909,1510.75,3447.989656,1687.28,460.998617,526.068,628.998113,659.381,1904.994285,1520.7,1969.99409,1587.4,780.997657,808.074,831.997504,807.125
sub-0292,730.0365,614.042,737.03685,576.272,264.0132,330.463,369.01845,380.145,755.03775,573.387,887.04435,677.347,2553.12765,1438.26,2578.1289,1433.79,615.03075,647.437,668.0334,669.483,1581.07905,1505.89,1366.0683,1346.08,708.0354,782.056,781.03905,811.031
sub-0293,527.04216,477.271,576.04608,486.754,414.03312,391.405,551.04408,449.771,1458.11664,906.906,1969.15752,1197.78,3412.27296,1738.83,3594.28752,1867.94,532.04256,570.426,544.04352,610.498,1755.1404,1481.99,1789.14312,1542.39,900.072,852.487,1001.08008,846.766
sub-0294,768.00768,644.176,620.0062,589.569,376.00376,383.624,322.00322,344.191,1368.01368,814.467,1208.01208,848.994,2657.02657,1564.45,2769.02769,1566.02,603.00603,655.251,739.00739,699.269,1763.01763,1583.67,1881.01881,1576.1,860.0086,842.262,813.00813,818.065
sub-0295,642.0321,535.514,729.03645,671.352,333.01665,351.113,303.01515,309.176,1787.08935,989.217,1480.074,944.87,2895.14475,1520.1,2763.13815,1494.32,380.019,443.298,517.02585,591.539,1581.07905,1390.39,1644.0822,1384.14,765.03825,751.509,825.04125,800.153
sub-0296,616.01848,542.529,814.02442,670.899,398.01194,384.417,414.01242,410.619,2426.07278,1204.77,1917.05751,1071.71,2758.08274,1476.33,2933.08799,1633.26,622.01866,629.498,670.0201,660.244,1835.05505,1526.26,1881.05643,1517.03,674.02022,693.298,790.0237,778.719
sub-0297,632.963919,551.303,580.966883,518.057,323.981532,323.405,463.973552,440.461,1524.913075,928.204,1852.894379,1078.13,3281.812926,1756.73,3565.796738,1776.02,566.967681,600.308,580.966883,621.919,1704.902815,1429,1738.900877,1456.79,742.957649,755.871,996.943171,874.969
sub-0298,597.00597,491.681,590.0059,560.088,301.00301,312.031,324.00324,312.571,837.00837,602.83,825.00825,660.005,1955.01955,1139.98,2040.0204,1183.25,617.00617,628.267,674.00674,660.825,1698.01698,1470.33,1646.01646,1423.94,671.00671,730.649,647.00647,668.753
sub-0299,532.964822,481.681,444.97063,439.652,383.974656,379.137,395.973864,388.087,1233.918556,810.045,1109.92674,771.9,2544.83203,1375.28,2879.80992,1536.35,562.962842,609.813,641.957628,652.852,1704.88747,1495.69,1672.889582,1490.78,763.949576,821.157,814.94621,790.848
sub-0300,611.950428,486.975,621.949618,617.401,341.972298,328.436,432.964927,393.352,1837.851122,973.55,1331.892108,1024.95,2956.760483,1647.5,2982.758377,1561.91,599.9514,656.909,702.943057,728.081,1948.842131,1645.73,2084.831115,1708.13,849.93115,828.889,872.929287,867.364
sub-0301,601.01803,509.002,550.0165,482.816,352.01056,334.963,361.01083,335.59,1227.03681,776.67,1308.03924,876.519,2326.06978,1407.04,2789.08367,1529.37,573.01719,576.058,671.02013,677.068,1870.0561,1493.71,1981.05943,1595.37,769.02307,748.655,888.02664,842.161
sub-0302,650.039,548.837,573.03438,534.911,289.01734,329.846,352.02112,387.395,1349.08094,893.173,1433.08598,925.869,2186.13116,1361.89,2493.14958,1482.74,428.02568,486.405,453.02718,498.033,1677.10062,1445.86,1562.09372,1458.06,882.05292,825.663,876.05256,808.896
sub-0303,533.949804,465.742,622.941438,482.513,323.969544,329.537,344.96757,343.887,1311.876672,834.202,1589.85054,973.694,2671.748832,1523.18,2465.768196,1461.34,516.951402,599.022,672.936738,662.619,1567.852608,1438.49,1596.849882,1488.07,696.934482,707.209,781.926492,735.036
sub-0304,644.12236,618.907,502.09538,510.384,258.04902,279.213,302.05738,325.152,1228.23332,822.429,921.17499,690.53,2672.50768,1440.48,2105.39995,1208.46,487.09253,553.437,576.10944,604.554,1469.27911,1375.35,1541.29279,1368.98,741.14079,763.333,667.12673,721.32
sub-0305,801.95188,748.223,741.95548,727.946,321.98068,328.712,419.9748,408.06,1568.90586,945.676,1578.90526,1032.88,2661.84028,1533.22,2816.83098,1611.1,664.9601,677.805,753.95476,729.761,1927.88432,1709.5,1969.8818,1694,828.95026,872.842,1106.93358,1004.97
sub-0306,522.01044,486.207,695.0139,638.659,305.0061,307.326,330.0066,334.867,1992.03984,1060.09,1371.02742,966.208,2874.05748,1563.86,3142.06284,1638.04,417.00834,498.582,423.00846,502.707,1823.03646,1499.48,1726.03452,1468.2,797.01594,788.771,850.017,763.275
sub-0307,726.0363,597.349,623.03115,519.38,294.0147,323.431,452.0226,432.625,1692.0846,919.455,1737.08685,939.202,3132.1566,1672.98,3333.16665,1736.84,554.0277,618.98,534.0267,607.943,1959.09795,1650.54,1872.0936,1546.63,813.04065,810.108,972.0486,867.371
sub-0308,708.02832,582.943,627.02508,552.921,341.01364,363.767,368.01472,363.173,1583.06332,874.646,1884.07536,1070.4,2415.0966,1422.66,2869.11476,1614.78,577.02308,603.709,569.02276,607.713,1631.06524,1420.92,1745.0698,1478.34,716.02864,737.912,759.03036,747.307
sub-0309,668.02672,629.756,809.03236,666.586,385.0154,383.469,345.0138,350.43,2207.08828,1189.21,2102.08408,1244.06,3309.13236,1750,3025.121,1627.43,682.02728,675.293,628.02512,637.853,1794.07176,1531.39,1913.07652,1538.26,785.0314,787.964,803.03212,772.682
sub-0310,642.984568,629.786,479.98848,495.828,362.991288,355.275,414.99004,403.191,1857.955408,1093.26,1516.963592,975.027,2901.930352,1605.21,2919.92992,1588.25,468.988744,492.948,496.988072,546.669,1698.959224,1387.78,1723.958624,1446.98,782.981208,751.971,902.978328,865.018
sub-0311,626.02504,555.254,628.02512,553.249,396.01584,385.734,291.01164,327.899,1419.05676,872.601,1874.07496,1022.54,2770.1108,1461.67,2624.10496,1450.06,599.02396,615.048,570.0228,591.737,1625.065,1450.65,1736.06944,1519.81,837.03348,836.922,752.03008,733.731
sub-0312,772.989178,621.698,608.991474,554.359,341.995212,387.599,465.993476,444.13,967.986448,749.105,1559.97816,999.376,2810.960646,1533.57,3413.952204,1818.59,678.990494,670.323,713.990004,692.646,1855.974016,1581.66,1883.973624,1581.21,827.988408,825.259,888.987554,810.878
sub-0313,681.00681,571.88,720.0072,572.71,332.00332,335.079,449.00449,423.772,1363.01363,834.396,1651.01651,972.931,2778.02778,1517.67,3059.03059,1630.45,429.00429,480.005,598.00598,605.238,1616.01616,1311.39,1682.01682,1397.26,682.00682,699.088,693.00693,672.656
sub-0314,493.987156,439.381,588.984686,504.91,230.993994,266.101,328.991446,348.894,863.977536,621.951,1187.969112,809.378,2213.942436,1287.84,2435.936664,1401.41,496.987078,558.476,517.986532,561.936,1469.96178,1371.7,1387.963912,1272.43,553.985596,643.042,636.983438,676.325
sub-0315,546.954052,511.074,492.958588,464.546,311.973792,342.679,334.97186,343.006,1122.905668,737.609,1245.895336,782.468,1948.836284,1255.71,2186.816292,1349.25,547.953968,589.82,593.950104,641.514,1306.890212,1276.42,1474.8761,1376.59,536.954892,643.81,686.942292,724.213
sub-0316,642.943416,550.786,552.951336,498.063,362.968056,383.21,389.96568,394.773,1327.883136,839.635,785.930832,643.292,2486.781144,1420.57,2377.790736,1413.38,498.956088,556.861,631.944384,633.659,1468.870728,1365.91,1496.868264,1406.13,748.934088,806.227,709.93752,772.058
sub-0317,565.973398,516.487,611.971236,528.844,388.981717,403.235,398.981247,435.23,2247.894344,1111.76,1657.922074,966.986,3950.814303,1937.72,2973.860222,1547.85,483.977252,553.163,546.974291,601.074,1671.921416,1452.99,1763.917092,1494.72,904.957465,824.83,1043.950932,884.17
sub-0318,671.977824,587.026,610.979837,577.09,399.9868,402.526,316.989539,356.736,1652.945451,989.698,1022.966241,740.89,2724.910075,1541.29,2569.91519,1418.51,514.983005,556.128,682.977461,652.253,1510.950137,1370.05,1627.946276,1392.37,692.977131,730.042,691.977164,738.303
sub-0319,548.926983,469.072,481.935894,506.721,288.961563,325.665,326.956509,357.835,1130.849577,703.681,887.881896,659.11,1876.750359,1227.97,2394.681465,1491.4,598.920333,602.897,508.932303,561.016,1679.77656,1474.73,1690.775097,1438.31,727.903176,741.799,734.902245,698.607
sub-0320,455.01365,426.809,553.01659,569.435,311.00933,357.507,365.01095,370.245,1243.03729,818.505,1243.03729,845.967,2619.07857,1514.43,2833.08499,1544.55,684.02052,670.174,705.02115,687.657,1652.04956,1459.2,1712.05136,1462.35,626.01878,697.634,761.02283,786.411
sub-0321,498.03486,499.164,514.03598,480.676,310.0217,329.629,349.02443,372.279,1954.13678,1090.06,1489.10423,1026.5,2557.17899,1469.02,2428.16996,1416.38,411.02877,480.697,561.03927,558.41,1533.10731,1281.61,1900.133,1469.34,638.04466,630.74,682.04774,654.988
sub-0322,746.908866,629.165,715.912648,612.314,397.951444,409.634,420.948638,410.495,1616.802726,1013.95,1639.79992,1013.93,3228.606062,1749.34,3011.632536,1721.63,452.944734,484.307,816.900326,739.701,1433.825052,1245.13,1838.775642,1613.84,822.899594,816.382,796.902766,837.895
sub-0323,573.07449,564.235,548.07124,519.046,317.04121,326.141,268.03484,303.071,1747.22711,988.028,1581.20553,1040.29,2570.3341,1403.57,2846.36998,1523.58,498.06474,573.826,549.07137,582.321,1420.1846,1297.01,1353.17589,1245.42,580.0754,648.878,593.07709,625.538
sub-0324,544.03264,496.686,440.0264,424.016,256.01536,278.385,334.02004,337.509,2054.12324,1079.88,1506.09036,863.589,3249.19494,1715.89,2840.1704,1582.25,287.01722,348.189,833.04998,782.52,1129.06774,1097.04,1632.09792,1537.84,499.02994,574.09,812.04872,802.818
sub-0325,520.0416,467.888,554.04432,503.377,352.02816,395.749,364.02912,341.898,916.07328,652.992,1076.08608,789.797,2731.21848,1491.95,2764.22112,1520.74,557.04456,568.18,596.04768,595.28,1486.11888,1320.04,1476.11808,1309.98,669.05352,677.438,714.05712,672.309
sub-0326,761.02283,649.082,632.01896,634.02,279.00837,312.265,364.01092,406.065,1806.05418,998.123,2077.06231,1135.71,2868.08604,1560.42,2805.08415,1517.06,407.01221,492.592,673.02019,680.08,1696.05088,1540.89,1697.05091,1520.96,733.02199,754.641,722.02166,761.291
sub-0327,485.990766,502.637,709.98651,638.632,326.993787,360.91,322.993863,358.902,2184.958485,1175.24,2533.951854,1396.27,2893.945014,1639.67,2997.943038,1757.59,441.991602,480.695,378.992799,426.989,1475.971956,1270.24,1286.975547,1206.32,688.986909,669.138,906.982767,838.17
sub-0328,479.00958,466.429,594.01188,537.751,225.0045,262.931,409.00818,423.489,1654.03308,909.813,1681.03362,986.616,2968.05936,1632.87,2651.05302,1499.38,567.01134,612.924,674.01348,647.549,1807.03614,1580.12,1833.03666,1535,750.015,756.12,888.01776,818.061
sub-0329,484.01452,437.612,597.01791,562.83,301.00903,329.205,518.01554,532.412,1906.05718,965.534,1773.05319,1046.83,2577.07731,1463.17,3112.09336,1801.08,394.01182,467.205,469.01407,558.884,1307.03921,1167.64,1401.04203,1352.31,620.0186,625.618,1039.03117,1038.13
sub-0330,626.02504,632.756,601.02404,589.972,405.0162,373.929,459.01836,425.23,1403.05612,908.193,1560.0624,1023.79,2159.08636,1268.23,2524.10096,1406.79,416.01664,467.44,506.02024,560.753,1651.06604,1339.81,1620.0648,1334.76,783.03132,779.618,792.03168,758.463
sub-0331,807.18561,678.379,620.1426,521.457,322.07406,322.156,417.09591,397.509,2296.52808,1161.57,2380.5474,1234.1,3653.84019,1861.55,3839.88297,1876.08,702.16146,698.663,836.19228,765.386,2125.48875,1654.38,1958.45034,1530.89,730.1679,758.966,760.1748,725.937
sub-0332,756.966692,593.109,666.970652,658.072,421.981432,422.2,375.983456,414.148,1496.934132,911.264,1519.93312,1001.77,2919.87152,1647.87,2634.88406,1557.21,563.975184,641.502,630.972236,652.243,1910.915916,1590.15,1882.917148,1521.54,952.958068,953.717,946.958332,904.844
sub-0333,776.996115,623.163,892.995535,678.459,430.997845,425.202,413.99793,399.389,1139.9943,762.77,1112.994435,756.883,2811.98594,1650.23,2257.98871,1410.52,670.996645,706.108,688.996555,686.534,1921.99039,1565.7,1811.99094,1490.7,897.99551,874.63,907.99546,833.873
sub-0334,713.06417,595.448,717.06453,591.306,328.02952,345.728,369.03321,364.544,741.06669,615.163,1014.09126,763.759,2067.18603,1288.91,2588.23292,1500.1,494.04446,552.283,538.04842,573.963,1598.14382,1505.6,1672.15048,1474.18,813.07317,869.968,918.08262,886.591
sub-0335,738,666.634,534,556.102,260,294.279,343,345.468,1479,976.653,1141,830.965,2895,1702.17,2879,1683.8,502,534.914,619,621.151,1594,1371.05,1516,1384.1,596,654.67,504,571.675
sub-0336,417.994566,406.183,467.993916,447.674,349.99545,356.46,397.994826,385.257,1117.985466,737.02,1521.980214,1010.84,2067.973116,1206.73,2810.963457,1477.74,592.992291,618.115,621.991914,620.642,1521.980214,1343.17,1748.977263,1395.36,571.992564,607.491,670.991277,680.141
sub-0337,723.994208,598.762,741.994064,614.343,369.99704,379.483,404.99676,389.551,1412.988696,861.343,1349.9892,885.239,2603.979168,1423.18,2945.976432,1616.69,537.995696,581.571,555.995552,604.642,1492.988056,1337.09,1217.990256,1265.04,679.99456,683.655,808.993528,732.439
sub-0338,685.03425,616.978,736.0368,587.024,348.0174,395.33,365.01825,373.947,968.0484,697.173,1299.06495,882.958,2861.14305,1567.79,3061.15305,1585.24,538.0269,564.911,564.0282,592.906,1815.09075,1491.91,1758.0879,1491.67,875.04375,878.4,852.0426,794.387
sub-0339,534.00534,475.987,780.0078,591.727,318.00318,344.125,408.00408,421.841,1651.01651,974.165,1791.01791,1072.85,3039.03039,1562.26,3017.03017,1557.26,546.00546,592.276,629.00629,660.018,1634.01634,1437.74,1652.01652,1434.85,806.00806,773.289,830.0083,796.125
sub-0340,627.05016,587.24,568.04544,541.903,301.02408,320.943,422.03376,456.827,1853.14824,1072.21,1693.13544,1079.76,3167.25336,1769.38,3283.26264,1787.23,378.03024,455.465,363.02904,423.185,1427.11416,1284.8,1373.10984,1306.45,923.07384,801.506,996.07968,852.368
sub-0341,618.998762,535.967,737.998524,593.225,362.999274,363.826,403.999192,392.273,1938.996122,1000.85,2146.995706,1076.09,3340.993318,1837.63,3025.993948,1609.11,409.99918,507.737,548.998902,604.458,1448.997102,1317.67,1569.99686,1406.14,752.998494,731.468,840.998318,776.044
sub-0342,644.01288,658.484,524.01048,554.523,315.0063,345.372,405.0081,408.238,2293.04586,1258.93,1384.02768,919.946,2551.05102,1476.41,2565.0513,1456.11,674.01348,684.726,649.01298,640.006,1736.03472,1555.76,1706.03412,1503.56,759.01518,813.418,826.01652,797.671
sub-0343,598.992812,497.532,562.993244,492.497,328.996052,340.926,317.996184,321.949,1226.985276,727.773,1592.980884,875.668,2604.96874,1454.93,2691.967696,1485.23,507.993904,551.955,409.99508,481.55,1567.981184,1382.58,1446.982636,1229.35,665.992008,716.245,620.992548,616.797
sub-0344,577.984394,535.774,784.978805,639.332,299.9919,334.596,378.989767,355.174,1808.951157,1037.26,1737.953074,1016.39,3475.906148,1791.97,3335.909928,1730.91,439.98812,500.855,377.989794,485.872,1424.961525,1254.08,1607.956584,1325.46,658.982207,671.724,801.978346,748.333
sub-0345,637.01274,568.135,943.01886,691.762,358.00716,367.96,409.00818,413.474,1463.02926,841.114,1516.03032,939.769,1964.03928,1208.46,2413.04826,1404.47,589.01178,612.016,696.01392,670.202,1770.0354,1509.52,1673.03346,1453.34,739.01478,763.045,888.01776,886.854
sub-0346,600.948314,541.502,594.94883,511.158,397.965772,405.12,557.952012,517.697,2095.819744,1086.43,2133.816476,1194.71,3061.736668,1734.53,2990.742774,1720.37,619.94668,673.327,778.933006,772.121,1698.853886,1525.64,1705.853284,1573.58,740.936274,764.287,692.940402,738.035
sub-0347,719.07909,600.427,713.07843,605.96,259.02849,311.674,341.03751,344.51,1360.1496,875.638,1117.12287,879.816,2496.27456,1476.76,2744.30184,1519.92,598.06578,590.137,678.07458,715.205,1480.1628,1322.52,1564.17204,1423.49,829.09119,784.235,691.07601,714.753
sub-0348,637.978308,541.808,460.984326,434.085,309.98946,333.656,373.987284,360.22,1055.964096,704.777,1156.960662,810.756,2094.92877,1282.33,2415.917856,1401.31,381.987012,471.993,527.982048,553.893,1289.95614,1303.72,1360.953726,1282.38,591.979872,663.629,628.978614,632.783
sub-0349,583.910064,487.197,708.890814,592.442,358.944714,363.153,342.947178,349.134,1548.761454,902.634,1436.778702,982.784,2961.543852,1576.8,2741.577732,1562.63,481.925772,525.027,591.908832,596.584,1362.790098,1235.25,1482.771618,1317.37,581.910372,621.535,713.890044,721.335
sub-0350,576.01728,497.949,530.0159,487.703,362.01086,352.924,367.01101,349.19,1709.05127,1032.31,1197.03591,943.114,3129.09387,1548.21,2838.08514,1432.95,619.01857,639.492,802.02406,737.341,1744.05232,1519.94,1841.05523,1596.9,797.02391,729.133,866.02598,819.704
sub-0351,993.99503,724.413,703.99648,583.638,420.997895,421.317,358.998205,347.805,1482.992585,876.55,1716.991415,1027.64,3059.9847,1732.52,2417.98791,1429.16,545.99727,593.955,623.99688,654.686,1737.99131,1432.4,1709.99145,1420.39,767.99616,763.43,824.995875,749.719
sub-0352,540.0378,498.845,489.03423,458.436,391.02737,391.103,320.0224,360.208,1757.12299,955.588,2143.15001,1120.74,2744.19208,1521.94,2784.19488,1539.67,494.03458,563.315,559.03913,603.544,1591.11137,1369.54,1533.10731,1339.84,758.05306,757.99,763.05341,719.07
sub-0353,583.9416,596.304,646.9353,621.387,254.9745,264.436,333.9666,340.081,2127.7872,1114.53,1470.8529,952.46,3155.6844,1698.28,2424.7575,1415.81,467.9532,519.116,565.9434,606.85,1435.8564,1322.57,1397.8602,1292.92,708.9291,727.22,632.9367,677.8
sub-0354,469.03283,444.327,599.04193,516.784,378.02646,392.331,382.02674,380.311,1920.1344,1024.88,2078.14546,1143.03,2901.20307,1559.08,2535.17745,1450.92,411.02877,491.429,495.03465,536.552,1364.09548,1243.3,1420.0994,1242.67,670.0469,673.059,622.04354,620.405
sub-0355,564.95254,516.196,560.952876,498.9,446.962452,476.46,398.966484,419.729,1139.90424,750.582,1197.899368,757.223,1934.83746,1221.57,2402.798148,1485.4,612.948508,615.25,560.952876,589.711,1571.867952,1423.5,1629.86308,1445.8,804.93238,794.26,867.927088,796.921
sub-0356,557.01114,490.572,603.01206,552.008,326.00652,362.952,376.00752,387.534,928.01856,689.063,1013.02026,709.148,2316.04632,1250.39,2006.04012,1177.19,586.01172,605.169,592.01184,609.998,1542.03084,1356.07,1707.03414,1496.39,730.0146,760.923,862.01724,834.43
sub-0357,544.926425,465.543,513.93061,471.771,267.96382,284.161,334.954775,328.718,1193.83881,698.753,1336.819505,863.28,2349.68275,1380.82,2720.632665,1531.79,458.938035,521.899,538.927235,585.967,1382.813295,1296.9,1510.796015,1363.18,719.9028,773.486,743.89956,737.579
sub-0358,747.9626,611.942,630.96845,615.571,378.98105,366.223,444.97775,424.096,1032.94835,719.43,1211.9394,963.042,2182.89085,1310.17,2755.8622,1584.94,589.9705,638.742,515.9742,578.971,1959.902,1610.71,1736.91315,1475.31,943.9528,859.958,914.95425,821.943
sub-0359,575.978688,545.498,615.977208,557.392,349.98705,374.58,448.983387,439.034,2196.918711,1221.65,924.965775,694.94,3441.872646,1757.56,2737.898694,1525.99,411.984756,485.861,863.968032,764.309,1465.945758,1286.53,1988.926407,1617.05,762.971769,730.083,768.971547,788.42
sub-0360,704.0704,594.495,568.0568,533.186,291.0291,324.048,413.0413,381.401,1287.1287,851.82,1155.1155,884.525,2941.2941,1614.71,2947.2947,1610.21,496.0496,552.77,588.0588,622.559,1488.1488,1378.88,1465.1465,1367.32,689.0689,742.785,759.0759,746.4
sub-0361,593.978616,493.7,517.981352,445.573,293.989416,295.088,294.98938,309.717,1743.937216,945.63,1836.933868,1006.26,2845.897544,1595.27,2550.908164,1494.69,390.985924,456.511,471.983008,510.518,1645.940744,1406.25,1695.938944,1371.92,788.971596,723.81,789.97156,714.416
sub-0362,738.409539,574.389,688.449489,528.211,368.705169,353.015,409.67241,383.968,1401.879003,817.234,1661.671263,1044.04,2943.646146,1564.2,2995.604598,1601.12,566.546967,583.127,647.482248,652.24,1607.714409,1373.04,1591.727193,1375.89,659.47266,689.489,708.433509,683.536
sub-0363,511.988224,445.458,480.988937,475.559,280.993537,296.551,271.993744,278.223,1198.972423,747.459,1000.976977,719.874,2398.944823,1384.43,2025.953402,1237.11,478.988983,554.611,544.987465,587.347,1287.970376,1279.38,1400.967777,1345.97,512.988201,604.188,599.9862,644.415
sub-0364,602.983116,508.431,566.984124,479.674,445.987512,444.869,379.98936,378.749,1252.964916,775.955,1410.960492,907.821,2733.923448,1545.28,2876.919444,1584.94,500.985972,546.9,506.985804,577.365,1522.957356,1376.51,1648.953828,1468.63,721.979784,734.49,730.979532,717.7
sub-0365,551.11571,518.475,608.12768,517.752,385.08085,420.939,445.09345,446.902,1309.27489,834.391,1552.32592,968.589,2937.61677,1679.9,2952.61992,1638.18,582.12222,575.174,700.147,688.709,1919.40299,1563.99,1941.40761,1599.5,737.15477,747.598,964.20244,888.639
sub-0366,500.04,476.484,471.03768,447.666,426.03408,428.465,334.02672,336.884,1240.0992,845.482,1453.11624,920.424,2994.23952,1630.63,2596.20768,1536.7,563.04504,630.44,637.05096,643.11,1744.13952,1512.41,1737.13896,1487.5,697.05576,725.388,688.05504,707.131
sub-0367,659.97228,581.669,579.97564,570.1,346.985426,377.057,399.9832,401.28,957.959764,693.285,868.963502,684.477,2481.895756,1495.22,2634.88933,1486.42,520.978118,576.352,653.972532,654.264,1636.931246,1426.87,1798.924442,1635.46,920.961318,865.456,877.963124,894.678
sub-0368,469.00469,425.006,449.00449,410.41,272.00272,334.004,350.0035,369.821,1581.01581,891.916,1666.01666,947.359,3218.03218,1871.97,3046.03046,1713.21,387.00387,446.468,662.00662,649.161,1360.0136,1172.93,1575.01575,1414.48,626.00626,611.357,593.00593,603.199
sub-0369,538.942327,493.853,546.941471,488.659,365.960838,393.867,391.958056,384.633,1442.845599,891.926,1650.823343,1000.84,2713.709602,1441.84,2943.684992,1542.84,429.95399,474.872,666.928631,655.061,1560.832973,1364.54,1669.82131,1505.26,706.924351,723.188,752.919429,794.319
