Subject,BrainVolumes
sub-1358,1560481.75660861
sub-1359,1507885.57306732
sub-1360,1418334.42524891
sub-1361,1403380.14724388
sub-1362,1354523.15206985
sub-1363,1269507.05429369
sub-1364,1509787.96714891
sub-1365,1169063.8648891
sub-1366,1258265.97228395
sub-1367,1383921.76249656
sub-1368,1343696.71027959
sub-1369,1678427.714203
sub-1370,1345896.1600408
sub-1371,1341122.22772285
sub-1372,1603079.54106657
sub-1373,1566460.00216102
sub-1374,1410879.56542237
sub-1375,1332349.18331798
sub-1376,1496203.85846614
sub-1377,1290543.54733901
sub-1378,1601810.86576818
sub-1379,1541053.07742925
sub-1380,1354697.67228163
sub-1381,1259124.95829086
sub-1382,1458469.12303
sub-1383,1325110.92659116
sub-1384,1376849.36185753
sub-1385,1495328.78194325
sub-1386,1296295.28793571
sub-1387,1217350.26561185
sub-1388,1304307.12716155
sub-1389,1733250.57760946
sub-1390,1332710.60106152
sub-1391,1148897.49743868
sub-1392,1274763.70209103
sub-1393,1420067.25004672
sub-1394,1311705.05131617
sub-1395,1358200.45383719
sub-1396,1506394.10600921
sub-1397,1389576.95999739
sub-1398,1431862.83599175
sub-1399,1405994.23722457
sub-1400,1407788.94862229
sub-1401,1476770.22835879
sub-1402,1326462.52993345
sub-1403,1369399.45295898
sub-1404,1481181.50520119
sub-1405,1277031.22711215
sub-1406,1673692.151577
sub-1407,1418000.23760934
sub-1408,1348745.41910118
sub-1409,1349765.31026789
sub-1410,1414386.06017392
sub-1411,1401722.82409798
sub-1412,1509078.74671381
sub-1413,1564188.7639439
sub-1414,1664851.03191222
sub-1415,1336387.90282886
sub-1416,1561631.60963515
sub-1417,1325062.65504322
sub-1418,1487389.96890532
sub-1419,1391436.03345903
sub-1420,1624478.68958743
sub-1421,1185224.9315926
sub-1422,1637888.27805842
sub-1423,1428003.58762065
sub-1424,1468989.84501666
sub-1425,1382900.63359786
sub-1426,1560802.3291962
sub-1427,1287367.52703104
sub-1428,1279401.48388914
sub-1429,1510452.62923207
sub-1430,1539017.00829183
sub-1431,1661545.04974441
sub-1432,1532813.4955157
sub-1433,1421624.31690074
sub-1434,1503622.82406473
sub-1435,1667859.9584004
sub-1436,1342472.59333314
sub-1437,1548679.98200358
sub-1438,1580038.24847816
sub-1439,1477824.77602145
sub-1440,1469004.69780064
sub-1441,1325931.54290612
sub-1442,1208004.15129171
sub-1443,1317829.3492444
sub-1444,1225945.07660895
sub-1445,1357154.57029852
sub-1446,1327453.95326419
sub-1447,1633860.69813553
sub-1448,1364955.99508462
sub-1449,1522850.99066034
sub-1450,1471501.20324147
sub-1451,1258301.86651191
sub-1452,1556476.45586169
sub-1453,1734634.3619837
sub-1454,1222223.21648967
sub-1455,1272233.77788623
sub-1456,1388683.31749452
sub-1457,1476307.31659138
sub-1458,1565372.0357344
sub-1459,1314056.74211318
sub-1460,1364802.51631682
sub-1461,1358171.98600123
sub-1462,1579838.64733205
sub-1463,1384671.82808761
sub-1464,1606578.60942613
sub-1465,1603539.97736999
sub-1466,1393796.38838004
sub-1467,1430771.15636914
NA,NA
sub-1469,1435587.17157503
sub-1470,1682299.33989409
sub-1471,1573622.75723594
sub-1472,1419546.16487538
sub-1473,1511284.38513501
sub-1474,1471835.39088105
sub-1475,1498228.78801557
sub-1476,1355731.17850032
sub-1477,1449710.93140911
sub-1478,1358189.3142492
sub-1479,1218121.37264687
sub-1480,1162165.98446185
sub-1481,1534650.28980137
sub-1482,1451016.73866746
sub-1483,1696410.72240819
sub-1484,1533488.05945485
sub-1485,1345657.2777651
sub-1486,1408532.82555335
sub-1487,1564422.69529161
sub-1488,1431976.70733561
sub-1489,1586918.47436307
sub-1490,1303656.08013038
sub-1491,1399742.4529005
sub-1492,1447328.29731214
sub-1493,1400888.59273104
sub-1494,1373736.46588148
sub-1495,1395588.62431376
sub-1496,1383575.197537
sub-1497,1637088.70318743
sub-1498,1509880.79704879
sub-1499,1504288.72387988
sub-1500,1206554.76712155
sub-1501,1272499.8902659
sub-1502,1371654.60066012
sub-1503,1374417.21848062
sub-1504,1484562.98902091
sub-1505,1248956.98992376
sub-1506,1334518.92751123
sub-1507,1497059.13127705
sub-1508,1495707.52793477
sub-1509,1484369.90282915
sub-1510,1591144.09140571
sub-1511,1472459.20780826
sub-1512,1274384.95609951
sub-1513,1432708.20694668
sub-1514,1801846.92269445
sub-1515,1430219.12789784
sub-1516,1290850.50487462
sub-1517,1275331.8210783
sub-1518,1504865.50699115
sub-1519,1663125.63350641
sub-1520,1580175.31043563
sub-1521,1569954.11959259
sub-1522,1575202.10326593
sub-1523,1521177.57699846
sub-1524,1519212.05858495
sub-1525,1361609.16776087
sub-1526,1514408.42069905
sub-1527,1587065.76447089
sub-1528,1357444.19958615
sub-1529,1535511.75127228
sub-1530,1413060.4492036
sub-1531,1387136.15249649
sub-1532,1278864.30820182
sub-1533,1459434.55398878
sub-1534,1346099.14808854
sub-1535,1466943.87402325
sub-1536,1791671.52793535
sub-1537,1297375.82797034
sub-1538,1400241.25889586
sub-1539,1400748.72901522
sub-1540,1565119.53840672
sub-1541,1481927.85759625
sub-1542,1421767.79100105
sub-1543,1424525.56070506
sub-1544,1343392.22820797
sub-1545,1390109.18475672
sub-1546,1337071.13089199
sub-1547,1468607.38582914
sub-1548,1280938.74703119
sub-1549,1487232.77694152
sub-1550,1326858.60417295
sub-1551,1403369.0076559
sub-1552,1558726.65263483
sub-1553,1492530.2698948
sub-1554,1316873.82014161
sub-1555,1312679.14639893
sub-1556,1479089.73812385
sub-1557,1221772.68204224
sub-1558,1289864.03247187
sub-1559,1426241.05725488
sub-1560,1626239.9822212
sub-1561,1478525.33233256
sub-1562,1351526.60290166
sub-1563,1419506.55745143
sub-1564,1320837.03800058
sub-1565,1599147.26650756
sub-1566,1480274.24764635
sub-1567,1401585.43584616
sub-1568,1121236.66273777
sub-1569,1469210.16131238
sub-1570,1246885.02655839
sub-1571,1551307.68703624
sub-1572,1572047.12440194
sub-1573,1411328.8621378
sub-1574,1395375.73441004
sub-1575,1523451.29067958
sub-1576,1220338.15065606
sub-1577,1413874.87685857
sub-1578,1305356.72389622
sub-1579,1627534.64989155
sub-1580,1171217.51856637
sub-1581,1360632.59721411
sub-1582,1352118.23879691
sub-1583,1211471.03861931
sub-1584,1476864.29599067
sub-1585,1489105.46545514
sub-1586,1559401.21657398
sub-1587,1525149.45898142
sub-1588,1176518.72471564
sub-1589,1466958.72680724
sub-1590,1158059.18969106
sub-1591,1380180.09866531
sub-1592,1699082.9857928
sub-1593,1404685.95450223
sub-1594,1356499.81007135
sub-1595,1392589.59968157
sub-1596,1358513.60003279
sub-1597,1310649.26592151
sub-1598,1201356.29272814
sub-1599,1387516.13622
sub-1600,1314631.04976046
sub-1601,1445501.40488245
sub-1602,1581905.65976943
sub-1603,1375906.21007473
sub-1604,1447010.20018854
sub-1605,1581388.28779409
sub-1606,1399733.78877651
sub-1607,1646001.61130813
sub-1608,1377141.46660916
sub-1609,1424127.01100157
sub-1623,1259861
sub-1633,1535348
sub-1634,1353124
sub-1635,1356472
sub-1636,1356037
sub-1637,1353848
sub-1638,1264166
sub-1639,1361976
sub-1640,1517304
sub-1641,1382167
sub-1642,1415210
sub-1643,1392318
sub-1644,1376214
sub-1645,1527441
sub-1646,1547379
sub-1647,1356916
sub-1648,1299427
sub-1649,1287271
sub-1650,1486470
sub-1651,1435248
sub-1652,1308459
sub-1653,1232108
sub-1654,1394514
sub-1655,1473797
sub-1656,1303088
sub-1657,1326266
sub-1658,1441841
sub-1659,1428495
sub-1660,1201097
sub-1661,1285061
sub-1662,1400512
sub-1663,1490692
sub-1664,1261302
sub-1665,1358241
sub-1666,1342706
sub-1667,1448975
sub-1668,1451981
sub-1669,1433361
sub-1670,1451065
sub-1671,1320338
sub-1672,1361392
sub-1673,1370547
sub-1674,1632619
sub-1675,1354057
sub-1676,1548825
sub-1677,1424762
sub-1678,1512978
sub-1679,1409001
sub-1680,1676473
sub-1688,1310653
sub-1689,1409902
sub-1690,1245211
sub-1691,1450448
sub-1692,1364079
sub-1693,1561703
sub-1694,1543267
sub-1695,1560802
sub-1696,1349300
sub-1697,1633762
sub-1698,1248249
sub-1699,1377662
sub-1700,1624641
sub-1701,1515569
sub-1702,1301062
sub-1703,1458398
sub-1704,1182269
sub-1705,1366922
sub-1706,1404079
sub-1707,1572334
sub-1708,1514389
sub-1709,1373657
sub-1710,1415920
sub-1711,1461719
sub-1712,1427902
sub-1713,1360379
sub-1714,1386149
sub-1715,1748078
sub-1716,1358203
sub-1717,1432683
sub-1718,1467160
sub-1719,1449347
sub-1720,1334333
sub-1721,1473498
sub-1722,1244981
sub-1723,1535180
sub-1724,1349423
sub-1725,1338957
sub-1726,1629863
sub-1727,1266770
sub-1728,1364109
sub-1736,1450851
sub-1737,1273606
sub-1738,1350432
sub-1739,1592646
sub-1740,1480985
sub-1741,1575380
sub-1742,1556855
sub-1743,1351776
sub-1744,1544676
sub-1745,1513304
sub-1746,1288024
sub-1747,1340238
sub-1748,1464552
sub-1749,1658092
sub-1750,1291737
sub-1751,1562262
sub-1752,1489176
sub-1753,1534435
sub-1754,1508027
sub-1918,1501972.91047543
sub-1919,1234930.85278476
sub-1920,1101807.86865426
sub-1921,1454836.91328496
sub-1922,1268263.15118873
sub-1923,1255891.14971387
sub-1924,1493440
sub-1925,1569039
sub-1926,1158986
sub-1927,1189970
sub-1928,1521453
sub-1929,1331885.84122682
sub-1930,1331685
sub-1931,1570928.90636533
sub-1932,1416151.91559076
sub-1933,1217582.14514709
sub-1934,1310103.84382344
sub-1935,1393854.75075932
sub-1936,1562969
sub-1937,1357317.1618048
sub-1938,1541884
sub-1939,1200829.14314997
sub-1940,1030857.87711215
sub-1941,1321174
sub-1942,1326833
sub-1943,1531244.90873069
sub-1944,1567885.81309343
sub-1945,1461524.91288632
sub-1946,1312104.92179245
sub-1947,1190075.92906594
sub-1948,1338547.92021632
sub-1949,1551477
sub-1950,1238414.92618471
sub-1951,1307716
sub-1952,1450412.91354865
sub-1953,1182190
sub-1954,1337823
sub-1955,1413626
sub-1956,1368921
sub-1957,1251167
sub-1958,1105522.86821139
sub-1959,1412876.91578597
sub-1960,1149100
sub-1961,1414868.91566724
sub-1962,1391702
sub-1963,1413614.91574198
sub-1964,1371723
sub-1965,1224165
sub-1966,1250276.14904451
sub-1967,1170231.93024874
sub-1968,1555767.18546188
sub-1969,1149575.93147993
sub-1970,1488608
sub-1971,1406228.91618222
sub-1972,1385022
sub-1973,1335848.84075439
sub-1974,1399015
sub-1975,1297651.92265391
sub-1976,1230390.92666298
sub-1977,1199806
sub-1978,1279820.15256643
sub-1979,1269485
sub-1980,1436810
sub-1981,1425755.91501832
sub-1982,1263746
sub-1983,1246161
sub-1984,1500462
sub-1985,1442033.91404808
sub-1986,1405757.83242059
sub-1987,1268776
sub-1988,1418881.91542804
sub-1989,1307478.92206818
sub-1990,1654672.80274761
sub-1991,1163795
sub-1992,1430535
sub-1993,1329502
sub-1994,1395944
sub-1995,1202005.92835486
sub-1996,1326636
sub-1997,1425898
sub-1998,1383113.91755998
sub-1999,1445430
sub-2000,1479806
sub-2001,1692798
sub-2002,1401358
sub-2003,1469462
sub-2004,1343651
sub-2005,1525488
sub-2006,1500736
sub-2007,1437765
sub-2008,1474610.91210634
sub-2009,1338648
sub-2010,1513339
sub-2011,1193618
sub-2012,1385354
sub-2013,1412358
sub-2014,1451054
sub-2015,1315384
sub-2016,1458550
sub-2017,1477254
sub-2018,1574430
sub-2019,1621370
sub-2020,1411093
sub-2021,1563964
sub-2022,1486619
sub-2023,1526946
sub-2024,1500919.8210764
sub-2025,1508600
sub-2026,1484757
sub-2027,1467724
sub-2028,1638695
sub-2029,1388140
sub-2030,1382339
sub-2031,1535420
sub-2032,1461881
sub-2033,1392306
sub-2034,1424519
sub-2035,1385299
sub-2036,1478107
sub-2037,1337156
sub-2038,1328691
sub-2039,1588198
sub-2040,1582815
sub-2041,1425869
sub-2042,1480178
sub-2043,1313532
sub-2044,1393844
sub-2045,1280133
sub-2046,1722409
sub-2047,1317510
sub-2048,1132380
sub-2049,1424872
sub-2050,1402048
sub-2051,1444881
sub-2052,1305288
sub-2053,1533436
sub-2054,1232283
sub-2055,1327226
sub-2056,1336415
sub-2057,1577277
sub-2058,1521805
sub-2059,1088511
sub-2060,1356497
sub-2061,1458754
sub-2062,1447984
